datetime,carbon_intensity_actual,avg_carbon_intensity_forecast,error
2019-05-16 17:00:00,264.82,264.84995,0.000113083
2019-05-16 18:00:00,264.64,263.67283,0.003668068
2019-05-16 19:00:00,266.93,264.27278,0.010054838
2019-05-16 20:00:00,271.69,264.79118,0.026053813
2019-05-16 21:00:00,271.61,264.89935,0.025332829
2019-05-16 22:00:00,261.12,265.29212,0.015726513
2019-05-16 23:00:00,269.28,265.0837,0.015830094
2019-05-17 00:00:00,274.15,258.98621,0.058550569
2019-05-17 01:00:00,275.34,256.01307,0.075491966
2019-05-17 02:00:00,279.09,252.66192,0.104598588
2019-05-17 03:00:00,271.21,247.31109,0.096635011
2019-05-17 04:00:00,261.59,243.84026,0.072792491
2019-05-17 05:00:00,253.3,243.69951,0.039394786
2019-05-17 06:00:00,245.11,244.43254,0.002771562
2019-05-17 07:00:00,243.51,246.54206,0.012298348
2019-05-17 08:00:00,240.5,249.54675,0.036252726
2019-05-17 09:00:00,239.97,253.13421,0.052004863
2019-05-17 10:00:00,239.23,256.86808,0.068665908
2019-05-17 11:00:00,236.22,260.57618,0.093470478
2019-05-17 12:00:00,247.83,262.03099,0.054195841
2019-05-17 13:00:00,252.14,263.10029,0.041658221
2019-05-17 14:00:00,254.9,263.35971,0.032122264
2019-05-17 15:00:00,258.63,262.42223,0.014450872
2019-05-17 16:00:00,266.02,260.38092,0.02165704
2019-05-17 17:00:00,275.08,258.82627,0.062797837
2019-05-17 18:00:00,276.43,257.78847,0.072313281
2019-05-17 19:00:00,279.04,258.40344,0.079861785
2019-05-17 20:00:00,282.39,258.83653,0.090997472
2019-05-17 21:00:00,277.5,258.70347,0.07265666
2019-05-17 22:00:00,274.05,258.45119,0.060354955
2019-05-17 23:00:00,275.66,258.06366,0.068186044
2019-05-18 00:00:00,281.98,267.32082,0.054837405
2019-05-18 01:00:00,285.25,263.58385,0.082198321
2019-05-18 02:00:00,289.22,258.97291,0.116796348
2019-05-18 03:00:00,283.63,251.89219,0.125997594
2019-05-18 04:00:00,271.3,246.76154,0.099441996
2019-05-18 05:00:00,266.36,245.03527,0.087027186
2019-05-18 06:00:00,266.37,244.3308,0.0902023
2019-05-18 07:00:00,266.24,245.48364,0.084552926
2019-05-18 08:00:00,267.15,248.35341,0.075684848
2019-05-18 09:00:00,268.93,252.52009,0.064984572
2019-05-18 10:00:00,270.95,257.63174,0.05169495
2019-05-18 11:00:00,273.72,263.16125,0.040122738
2019-05-18 12:00:00,278.96,266.21512,0.047874366
2019-05-18 13:00:00,278.89,268.41841,0.03901219
2019-05-18 14:00:00,279.92,269.51585,0.03860311
2019-05-18 15:00:00,280.9,268.83598,0.04487502
2019-05-18 16:00:00,282.68,266.51013,0.060672628
2019-05-18 17:00:00,282.7,264.57467,0.068507427
2019-05-18 18:00:00,281.64,263.31126,0.069608645
2019-05-18 19:00:00,277.63,263.8757,0.052124163
2019-05-18 20:00:00,279.17,264.35079,0.056058883
2019-05-18 21:00:00,276.67,264.4927,0.046040212
2019-05-18 22:00:00,270.92,264.8989,0.022729804
2019-05-18 23:00:00,270.24,264.79567,0.020560495
2019-05-19 00:00:00,274.3,264.32935,0.037720556
2019-05-19 01:00:00,280.59,260.40839,0.077499846
2019-05-19 02:00:00,285.63,254.88218,0.120635425
2019-05-19 03:00:00,277.86,246.96526,0.125097514
2019-05-19 04:00:00,266.32,240.79228,0.106015525
2019-05-19 05:00:00,258.32,237.82367,0.086182885
2019-05-19 06:00:00,254.03,236.21751,0.075407153
2019-05-19 07:00:00,247.92,236.63021,0.047710687
2019-05-19 08:00:00,244.87,238.65726,0.02603206
2019-05-19 09:00:00,245.17,242.11284,0.012627005
2019-05-19 10:00:00,248.51,246.90189,0.006513154
2019-05-19 11:00:00,255.13,252.37499,0.010916335
2019-05-19 12:00:00,261.15,255.70472,0.021295188
2019-05-19 13:00:00,262.68,258.45607,0.016342932
2019-05-19 14:00:00,263.23,259.97434,0.012523005
2019-05-19 15:00:00,263.46,260.2047,0.012510535
2019-05-19 16:00:00,266.21,259.10242,0.027431546
2019-05-19 17:00:00,271.74,258.5592,0.050977881
2019-05-19 18:00:00,274.96,258.23614,0.064761888
2019-05-19 19:00:00,274.26,258.90446,0.059309677
2019-05-19 20:00:00,269.14,259.14265,0.038578559
2019-05-19 21:00:00,263.73,258.84546,0.018870487
2019-05-19 22:00:00,264.41,259.0191,0.020812751
2019-05-19 23:00:00,265.11,258.76296,0.024528395
2019-05-20 00:00:00,271.16,262.79674,0.031824063
2019-05-20 01:00:00,273.26,259.56404,0.052765244
2019-05-20 02:00:00,274.77,255.42353,0.075742709
2019-05-20 03:00:00,273.93,249.04174,0.099936099
2019-05-20 04:00:00,271.18,244.571,0.108798672
2019-05-20 05:00:00,264.48,243.46192,0.086330051
2019-05-20 06:00:00,262.19,243.37798,0.077295489
2019-05-20 07:00:00,258.38,244.91705,0.054969427
2019-05-20 08:00:00,254.6,247.6506,0.028061309
2019-05-20 09:00:00,255.03,251.16671,0.015381378
2019-05-20 10:00:00,257.44,255.2379,0.008627637
2019-05-20 11:00:00,264.71,259.49104,0.020112294
2019-05-20 12:00:00,273.09,261.55481,0.044102381
2019-05-20 13:00:00,274.09,263.1887,0.041420091
2019-05-20 14:00:00,276.51,263.7753,0.048278592
2019-05-20 15:00:00,276.98,263.08438,0.052818111
2019-05-20 16:00:00,280.43,261.14208,0.07385987
2019-05-20 17:00:00,282.01,259.70885,0.085869812
2019-05-20 18:00:00,284.12,258.78621,0.097894668
2019-05-20 19:00:00,279.24,259.37969,0.076568485
2019-05-20 20:00:00,272.99,259.78798,0.05081844
2019-05-20 21:00:00,271.83,259.68826,0.046755059
2019-05-20 22:00:00,274.31,259.74915,0.056057354
2019-05-20 23:00:00,280.75,259.64671,0.08127694
2019-05-21 00:00:00,283.92,272.28002,0.042750034
2019-05-21 01:00:00,290.78,270.23371,0.076031558
2019-05-21 02:00:00,293.88,267.48495,0.098678636
2019-05-21 03:00:00,294.81,262.01751,0.125153811
2019-05-21 04:00:00,289.86,258.44122,0.121570313
2019-05-21 05:00:00,283.85,257.78296,0.101120105
2019-05-21 06:00:00,278.27,257.73646,0.079668744
2019-05-21 07:00:00,276.3,258.85602,0.067388736
2019-05-21 08:00:00,276.86,261.2048,0.05993458
2019-05-21 09:00:00,275.53,263.91828,0.043997407
2019-05-21 10:00:00,276.95,267.27644,0.036193089
2019-05-21 11:00:00,278.25,270.28302,0.029476435
2019-05-21 12:00:00,282.86,270.67174,0.045029673
2019-05-21 13:00:00,283.96,271.21889,0.046977222
